"SG_UF_PROVA";"POR_FEM";"POR_MAS";"POR_SI";"POR_BR";"POR_PT";"POR_PD";"POR_AM";"POR_IN";"RENDA_MEDIA";"MEDIA_CN";"MEDIA_CH";"MEDIA_LC";"MEDIA_MT";"MEDIA_REDACAO";"MEDIA_GERAL"
"AC";59,775204359673;40,224795640327;1,31320012110203;21,7302452316076;10,9710868907054;62,125340599455;2,65289131092946;1,20723584620042;0,49117044940586;475,985281769263;490,79211675604;507,446047768768;490,221744529864;622,002673330621;515,110298040507
"AL";59,6888498920086;40,3111501079914;1,39713822894168;27,3488120950324;11,5427015838733;56,4682325413967;2,3499370050396;0,893178545716343;0,451698637515038;475,318886438457;487,534415802832;504,321602478973;505,634837297021;645,98807977891;519,77235314965
"AM";57,201387025532;42,798612974468;1,47268261470825;17,576214163347;5,43045264092138;68,8837746909121;1,2807281884043;5,35614770170695;0,392752221151423;470,772388017969;481,903258575424;499,48693248909;482,688154362416;593,224929199722;502,029405120312
"AP";58,3915171288744;41,6084828711256;1,06035889070147;21,6672104404568;13,1549755301794;62,0978792822186;1,21044045676998;0,809135399673736;0,461410295343987;472,754395933014;488,290889623388;503,462276422764;479,877974973827;626,517068273092;511,256082936159
"BA";63,2833127678489;36,7166872321512;1,38412344597912;19,9806286404225;26,4535817113137;49,8743515238361;1,50300521434542;0,804309464103279;0,43298481808503;476,359437789874;493,218847773933;509,010938207188;499,471084878449;639,08141995203;520,547080207201
"CE";55,9856668010071;44,0143331989928;1,54185637272702;30,590925233533;7,61271632476347;58,7046650732023;1,01234203354256;0,537494962231701;0,423833491664154;483,202404856163;500,42810336471;514,414251066193;525,545742805262;671,591044776119;534,872105340026
"DF";59,885936661299;40,114063338701;1,53113258185722;41,682769726248;13,1065485775631;41,8357487922705;1,50563607085346;0,338164251207729;1,26459347391664;517,216116301239;537,598012909758;546,914847823342;551,395448304794;672,903684308958;563,265483635493
"ES";61,2317722656722;38,7682277343278;0,885395006908764;41,6417369840226;14,4051084608883;41,7423500529896;0,877345961391412;0,448063533799284;0,854954928748261;508,618113910439;527,304062930972;535,814240672622;546,341447115754;684,087810822132;557,859754930255
"GO";59,9624234244962;40,0375765755038;1,49049339102132;38,7389354185687;11,2465102740179;45,9247939242382;2,17917675544794;0,420090236705963;0,763172978882452;494,672984313535;510,270222254716;522,727057857273;527,563329577246;676,413279494114;543,933336632704
"MA";61,4427985886274;38,5572014113726;0,994223661181102;20,8183053463287;14,2054318833772;62,1054279691108;1,36440142479296;0,512209715209162;0,34946566096105;466,381656655274;477,686324677274;495,266227429111;488,045374602348;637,458741054476;509,540042207784
"MG";61,8969387340538;38,1030612659462;1,10709352401073;44,9662793532136;13,0370419273584;39,4950536280166;1,10506215974649;0,289469407654181;0,833056160576161;509,038746299183;531,211185075187;538,35641158574;552,078286210805;686,019390152954;561,540224483374
"MS";60,1469470483912;39,8530529516088;1,06020151624408;47,3036970630079;7,52860010524059;39,1475512073435;1,90017734988599;3,05977275827795;0,867310744399721;495,878813509545;510,716323610347;523,57986590091;523,94732900649;638,323058666898;535,972123204219
"MT";61,5797704405299;38,4202295594701;1,10058717653654;36,0611961877785;12,3041515446579;48,1838836269216;1,63170163170163;0,718479832403883;0,929000272695874;490,204966788481;503,943046329233;518,003403645388;514,684094147934;644,407438753803;531,189633032395
"PA";61,269607072454;38,730392927546;1,19889865799138;20,8501134801521;12,2042562111739;63,5791196520211;1,56534078311383;0,602271215547789;0,394440269952496;469,274538220923;481,577428157659;496,330384150683;484,587095061679;628,81279096124;509,143407378763
"PB";58,0663731271296;41,9336268728704;1,1746767694055;34,8816765982605;9,07223873166026;52,319792136667;1,57142190344313;0,980193860563534;0,456725642928223;484,317147360797;502,501476060276;515,579771877952;514,193032568641;671,207633152948;534,435117313544
"PE";60,009258674747;39,990741325253;1,15480925025777;33,885066178482;12,1503272099825;49,8217705111209;1,46287061002041;1,52515624013635;0,481721360336663;483,253065038769;500,672335809757;516,848292653201;520,744920172906;660,443333035635;533,012332681125
"PI";59,8503417720348;40,1496582279652;1,43183520945677;23,3459435960523;13,7495028349967;59,2694680565704;1,76297022559729;0,440280077326501;0,379360410626866;472,900049849827;485,727980130454;503,80440060698;505,885974728342;658,15034041256;522,857748454845
