"SG_UF_PROVA";"POR_FEM";"POR_MAS";"POR_SI";"POR_BR";"POR_PT";"POR_PD";"POR_AM";"POR_IN";"RENDA_MEDIA";"MEDIA_CN";"MEDIA_CH";"MEDIA_LC";"MEDIA_MT";"MEDIA_REDACAO";"MEDIA_GERAL"
"MG";62,5531618210974;37,4468381789026;1,31855260405773;44,6149341142021;13,6501429268633;38,8596527923029;1,28369239350206;0,273025169072021;0,879310074135481;517,376258425527;543,484561825188;533,472075238647;570,64692777233;673,654151159687;565,672698462379
"MS";61,1695290274997;38,8304709725003;1,22431777473396;46,9813507533453;7,64724475819197;39,3952165209146;2,13043936360763;2,62143082920662;0,90065429882928;497,674448453115;520,222216556689;514,842688481362;530,762313611546;621,663270743864;534,592779398052
"MT";61,838152459632;38,161847540368;1,32056577794467;35,2156089623232;13,1086493929153;47,7625485041933;1,87445237201152;0,718174990612092;0,967314336741638;493,08754767077;514,760396084474;509,04991290578;521,57213237424;624,130908742423;529,579603911542
"PA";62,4099981672354;37,5900018327646;1,44657491207094;20,5793281608644;12,7385866766741;63,016992346026;1,67392499629083;0,544592908073764;0,421302750318671;475,389374259784;498,782378876449;491,579617401197;487,598431477761;618,032495457694;511,977718951471
"PB";59,0654640955418;40,9345359044582;1,3372312486447;33,3833958445439;9,67705664559758;52,6588012304134;1,94119395073528;1,00232108006522;0,466874421812717;487,922652401038;512,007269921746;507,188973195604;516,55816968062;650,050607755234;532,349264200237
"PE";60,6833623474474;39,3166376525526;1,30083752553014;33,3671450568631;12,9174491339173;49,3381583576641;1,64854997966727;1,42785994635816;0,510496942504955;490,136651871472;514,305785716983;511,032048292723;529,179640848118;645,942450051739;535,465494721003
"PI";60,9751201838638;39,0248798161363;1,48435853430886;22,6698381155973;14,3909513343169;59,0170515561176;1,97412659701523;0,463673862644145;0,411957074900849;478,434844136566;498,723884568154;495,47795055604;504,802168535037;643,20668190509;521,637260874088
"PR";61,0578597768249;38,9421402231751;1,26662102266585;66,2288446062004;5,20942188269492;25,0801772909084;1,9644937719962;0,250441425534215;1,04651685770918;511,55058843088;536,667778434172;531,758441281606;557,922461498075;626,177385015714;550,924810274206
"RJ";62,1588687051889;37,8411312948111;1,33689460707909;45,0495224870349;18,8305891688157;33,4801059880409;1,04287698019101;0,260010768838382;0,904050112033901;510,882775648424;540,32964829772;531,929320678811;556,908237504084;657,71493248568;557,359822479091
"RN";58,9180386471511;41,0819613528489;1,22832800428971;40,264730999146;9,91102814132226;46,6675272575616;1,55005660040117;0,378328997279209;0,583053957856275;496,103787972636;522,199977429634;515,5573938759;528,195441407218;643,505887213386;539,242294702905
"RO";62,2592818691381;37,7407181308619;1,301404073478;29,2607802874743;10,4584050169266;55,9603751595538;2,10888506576392;0,910150396803374;0,688443016686728;484,37574661028;504,758370016868;500,413340180772;506,58846841348;622,79994766453;521,078476449201
"RR";63,0459591243905;36,9540408756095;1,40056022408964;24,0792613341633;8,35148874364561;58,8442784521216;1,12044817927171;6,20396306670816;0,787998110038072;494,677710646636;520,73379615502;515,732835593479;520,410976804966;616,944625407166;530,359985935302
"RS";62,6736035117778;37,3263964882222;1,30503567431012;77,127795946698;7,34559370681407;13,6800505255786;0,338296262482882;0,203227884116334;1,0356051028773;512,225079514666;539,846715575812;535,800376560186;561,714082069128;650,3026854802;557,918541030529
"SC";62,1204650296396;37,8795349703604;1,18448878515937;73,5840373426252;5,20254648652795;18,891555175701;0,817417792533666;0,319954417452856;1,1966374828433;517,449631619587;543,221404004145;535,401248199712;569,502005919634;654,187276138496;561,925352599516
"SE";61,8370460787306;38,1629539212695;1,68904485810192;25,4287458040891;15,212084223375;55,1296917912725;2,00488251449496;0,535550808666463;0,509540754202378;487,517547577671;510,189097121345;504,049649391802;511,887182095626;658,674541524898;531,970644742374
"SP";60,8996440220933;39,1003559779067;0,930993098802066;59,0867465515169;10,3319921390328;27,2704805786376;2,07408335265849;0,305704279352096;1,1057437169031;517,762061279435;546,862054189771;541,004352220868;574,757624717106;653,893478667997;565,199233679908
"TO";62,7383653197621;37,2616346802379;1,07302716291618;24,3117297197866;15,316696302655;55,8863204365688;2,61818627751548;0,794040100557974;0,688904833393114;482,190834143856;502,087710029447;498,756172145329;506,260271434527;624,970500800366;520,054650222605
