"CO_MUNICIPIO_PROVA";"SG_UF_PROVA";"MEDIA_CN";"MEDIA_CH";"MEDIA_LC";"MEDIA_MT";"MEDIA_REDACAO";"MEDIA_GERAL"
2307700;"CE";473,641738197425;490,305350649351;508,953139595226;507,616675603217;657,387283236994;522,719600309438
2307809;"CE";466,727768860353;470,235869565217;490,127695888285;513,435313001605;700,526793823797;519,978326928004
2308005;"CE";460,86517571885;470,875495307612;488,341207075963;498,745686900958;634,566473988439;506,162545579635
2308104;"CE";467,459326923077;486,462488306829;499,393732460243;503,000961538462;684,257528556594;522,40116449005
2308302;"CE";476,874242424242;492,23114973262;506,502139037433;507,293250688705;667,068723702665;527,372108300044
2308401;"CE";473,032088520055;490,478243243243;502,870850202429;509,629322268326;690,778443113772;527,856832884097
2308500;"CE";465,832663316583;485,15035971223;498,546642685851;508,062939698492;663,232876712329;518,484402065951
2308609;"CE";451,774732334047;466,798752598753;491,623076923077;502,71113490364;661,975903614458;507,979387405886
2308708;"CE";477,526810912512;494,965787079163;510,974977334542;525,38334901223;706,296296296296;539,041117611761
2309003;"CE";474,755;491,414923747277;501,239433551198;522,980222222222;661,885441527446;526,448476293883
2309102;"CE";475,478884462151;495,288326848249;507,433073929961;508,011553784861;662,539682539683;528,417519379845
2309201;"CE";460,16996124031;475,365340909091;491,377315689981;490,815503875969;634,902807775378;505,643067042607
2309300;"CE";460,038001514005;474,866988130564;494,152148148148;491,787509462528;656,023588879528;509,587185812469
2309409;"CE";465,358215962441;472,302304147465;494,757834101383;513,298004694836;658,917456021651;513,090497142857
2309458;"CE";455,617927170868;469,972627235213;486,20095890411;487,243277310924;650,47619047619;501,267627424447
2309508;"CE";461,319306930693;472,551666666667;496,904523809524;490,435148514852;626,495726495726;503,259020537125
2309607;"CE";473,384882352941;492,511540648095;510,944236229415;514,025808348031;650,600885515497;523,933147834275
2309706;"CE";469,054632034632;484,492583333333;504,885428809326;501,694199134199;646,325411334552;516,485763946139
2309805;"CE";451,098656898657;451,675029585799;473,761893491124;474,682661782662;618,539176626826;489,25022417154
2310209;"CE";469,933821871477;484,250163934426;504,654644808743;502,926523702032;626,816037735849;514,326480678945
2310258;"CE";479,02893081761;492,844987775061;507,989634146341;526,10251572327;660,78431372549;529,573780882949
2310308;"CE";455,695756457565;471,313928571429;494,602846975089;487,271217712177;623,723849372385;500,306675516224
2310506;"CE";462,218538565629;476,118181818182;491,788961038961;493,411096075778;635,579268292683;505,20397585166
2310704;"CE";469,50614973262;487,502345786273;506,920833333333;508,376114081996;656,038277511962;521,088467416378
2310852;"CE";464,335611510791;471,672020725389;496,466493955095;497,399460431655;655,26213592233;511,20446356856
2311108;"CE";467,301486988848;476,693989071038;495,001092896175;502,202044609665;639,838056680162;511,263130671506
2311264;"CE";454,342857142857;477,077682403433;495,531759656652;499,048883928571;630,121065375303;506,06818019943
2311306;"CE";471,398224852071;485,785281195079;501,465641476274;499,650751024124;639,357752132464;514,345965834428
2311405;"CE";468,152488070893;485,494426229508;502,988801571709;511,936673483299;634,683908045977;516,771641595814
2311603;"CE";457,548744292237;476,809364548495;493,98115942029;495,012557077626;625,643564356436;506,013074648928
2311801;"CE";492,622544833476;514,282789559543;522,964524003255;546,029863481229;678,238434163701;546,675163028833
2312007;"CE";467,124809160305;477,091299019608;493,499142156863;504,75737913486;659,412550066756;516,264580277099
2312106;"CE";457,451712328767;465,077491961415;478,522186495177;484,932191780822;602,058823529412;491,814540598291
2312205;"CE";461,5075;470,683536014967;487,43078358209;494,184985563041;649,834619625138;504,822795798579
2312304;"CE";472,798481166464;489,126595110316;503,037663885578;506,715127582017;679,897828863346;526,081136988994
2312403;"CE";458,862296243799;469,845147969718;492,638472126635;502,300566973777;622,010662604722;504,601421768707
2312700;"CE";471,626618705036;498,099301919721;510,095462478185;520,654316546763;661,692307692308;528,124442508711
2312908;"CE";497,164958677686;517,971813637986;527,35839871612;558,078324761205;698,683806600154;555,758019225081
2313005;"CE";466,644676806084;480,843333333333;495,917407407407;501,652851711027;668,501118568233;513,860119705341
2313104;"CE";479,184788732394;494,22124137931;514,940275862069;526,000988700565;686,615853658537;534,804347031964
2313203;"CE";456,914442700157;475,946567164179;493,297910447761;488,105337519623;646,643717728055;505,865959446093
2313302;"CE";469,608579881657;485,134186211798;502,478338068182;511,581952662722;663,52660841938;521,012179759377
2313351;"CE";454,373198847262;469;485,701985815603;495,806916426513;637,446043165468;499,899063958917
2313401;"CE";476,773910915321;493,009039548023;507,029685298262;511,894909446892;660,759878419453;525,776871986312
2313500;"CE";463,304166666667;475,941029523089;496,424886535552;505,64274691358;644,003267973856;513,798333333333
2313609;"CE";474,902031063321;494,988888888889;506,9707852194;524,045161290323;659,21472392638;529,053082375479
2313807;"CE";462,754200542005;469,636981465137;495,763964757709;499,00027100271;644,225900681597;510,356469124963
2313906;"CE";460,048459958932;464,733131313131;482,991348088531;496,196509240246;614,811320754717;497,642150430749
2313955;"CE";481,079337748344;491,541848523748;506,661794871795;532,855364238411;688,298171589311;535,092855924979
2314003;"CE";468,705903398927;479,518567639257;499,003180212014;511,530080572963;625,722433460076;513,569416228838
2314102;"CE";466,059416909621;481,010748999428;498,310857142857;501,797319347319;638,672403196066;513,39015913371
2400109;"RN";487,652777777778;510,71156462585;525,0092760181;526,64064665127;692,009456264775;546,528427177177
2400208;"RN";476,264078245406;494,350400457666;508,059085714286;499,555720213397;651,466505733253;523,923472934473
2400505;"RN";468,736605890603;482,977747625509;501,316282225237;490,556802244039;669,885057471264;519,838923423423
2400703;"RN";462,185227272727;467,206283662478;494,149371633752;477,119696969697;612,603773584906;500,405089285714
2400802;"RN";465,043947100712;476,927439613527;497,017550626808;485,371617497457;600,572012257406;502,949399038462
2401008;"RN";489,019212218649;500,757209302326;515,985902401239;523,748392282958;691,680129240711;541,900243808049
2401107;"RN";477,162025316456;485,122222222222;509,314186851211;491,904159132007;643,840579710145;519,001297577855
2401453;"RN";470,745957446809;474,724489795918;499,383333333333;481,818085106383;679,041394335512;517,390094658553
2402006;"RN";504,355314285714;523,350165016502;529,827838827839;534,649257142857;684,507575757576;553,213788763225
2402204;"RN";468,416454622562;475,545520581114;495,746859903382;480,238474576271;601,949521322889;501,703840811966
2402303;"RN";465,525730994152;474,807511737089;493,493445692884;482,235380116959;622,102040816327;504,443532896788
2402600;"RN";471,644611260054;487,52648119526;505,734243048404;491,435227882038;617,722611980572;512,52643622449
2403103;"RN";487,240241075568;506,625878168075;520,079148181012;508,380797773655;665,164886205295;535,264649277925
2403251;"RN";501,942663459436;523,949136478517;533,862523659306;529,590177204113;654,399122807018;546,829959511344
2403608;"RN";474,496198830409;493,852790917692;511,565911237016;486,734307992203;630,87790110999;517,167479598242
2404200;"RN";473,836241610738;491,411640696609;506,930155820348;494,184003831418;641,343873517787;518,546507936508
2404705;"RN";461,506031746032;467,525304878049;487,457446808511;479,190793650794;627,105263157895;501,895111448835
2405603;"RN";475,341666666667;490,778571428571;508,755519480519;524,110069444444;695,627240143369;533,395676406926
2405801;"RN";464,039539748954;474,496370967742;494,223917421954;478,166161087866;614,072471606274;502,323738558828
2406106;"RN";476,082494969819;482,307572815534;505,367635658915;494,444466800805;634,5;515,827221147647
2407005;"RN";466,424098671727;480,842037037037;495,999815157116;483,750853889943;635,849802371542;509,412134556575
2407104;"RN";478,60184388445;493,181796407186;510,52823880597;491,658205285802;626,670838548185;518,186711203484
2407203;"RN";475,593916913947;488,788418079096;508,25754583921;496,168694362018;637,727952167414;519,111833568406
2408003;"RN";499,198528082634;517,159920437593;528,482094552674;533,8229825694;685,83855799373;550,365395490705
2408102;"RN";519,068925121301;542,409480765188;546,586970027705;556,545106010929;690,63182154194;569,075776426502
2408201;"RN";469,022362869198;485,223360655738;507,943032786885;473,274261603376;599,737991266376;505,125013550136
2408300;"RN";466,862454434994;484,852802359882;501,754893867925;494,74447144593;652,167919799499;517,483243243243
2408904;"RN";485,978369098712;504,062972085386;513,839098360656;516,741459227468;659,673819742489;533,431807932627
2409308;"RN";464,734976682212;471,701559454191;492,292277741726;490,319853431046;645,153203342618;510,036381877023
2409407;"RN";479,327257298031;494,785173089484;511,210110893673;505,478581126952;663,935105281325;528,248008460788
2410207;"RN";460,268523002421;477,119859813084;494,395104895105;486,693220338983;621,694915254237;506,636592851593
2411056;"RN";468,795481927711;484,322792022792;500,106837606838;480,313595166163;632,556634304207;509,306062322946
2411205;"RN";478,23326446281;490,649652432969;508,767476450174;497,012345041322;628,508403361345;518,093325119106
2411502;"RN";472,352711496746;487,419607843137;502,215136650315;495,063892908828;639,025110782866;517,100054663875
2412005;"RN";483,481446907818;504,228452579035;520,736157253599;503,427362893816;634,794202898551;527,755777287762
2412203;"RN";468,809010989011;485,105957446809;501,96882290562;481,517582417582;611,345029239766;506,563008474576
2412500;"RN";480,760017889088;499,900261551874;513,754054054054;522,538729874776;659,280442804428;532,570353930954
2414407;"RN";466,806282051282;479,881907090465;500,902322738386;484,903461538462;635,303430079156;510,799447840261
2414506;"RN";467,891505791506;474,952996254682;498,008971962617;484,651737451737;628,235294117647;509,188572315332
2414803;"RN";467,654706927176;476,089491525424;498,997466216216;478,292375886525;606,654135338346;502,039786756453
2500304;"PB";469,571643835616;480,391207349081;501,160498687664;485,755479452055;649,221902017291;513,047860892388
2500403;"PB";461,022528363047;480,811128284389;496,436825885978;476,943598055105;598,233333333333;500,296348717949
2500502;"PB";457,551829268293;473,180632411067;492,409108910891;472,643495934959;617,008547008547;499,417821265492
2500601;"PB";457,279888268156;468,454838709677;494,004838709677;470,780446927374;602,058823529412;495,234893048128
2500700;"PB";472,50684596577;482,842636579572;502,442348754448;492,270904645477;650,687022900763;516,761048799685
2501005;"PB";457,471608391608;478,875737265416;492,754691689008;477,211468531469;660,232220609579;510,56002228164
2501104;"PB";466,161682242991;480,425898203593;493,820328849028;485,392990654206;636,478190630049;508,3842149579
2501302;"PB";452,626523887974;469,692109500805;484,346215780998;476,165238879736;642,876949740035;501,426858054226
2501500;"PB";466,734608843537;484,254809286899;501,557284768212;488,488605442177;664,432624113475;518,232273603083
2501807;"PB";477,09905362776;500,720800485142;516,051243177683;497,062925598991;644,876783398184;524,65289346247
2502508;"PB";472,56782729805;492,11012145749;508,6330634278;490,73286908078;653,142037302726;520,991527590848
2503001;"PB";458,016216216216;462,933988764045;487,721629213483;469,20960960961;609,079754601227;493,892416201117
2503209;"PB";489,93797121316;504,902052980132;518,162005277045;515,708024691358;661,637931034483;533,792544838145
2503506;"PB";455,163815789474;472,331157894737;495,441263157895;475,199122807018;638,817966903073;503,08218245614
2503704;"PB";484,359931636916;498,625899019252;513,435970961888;514,797418375095;671,75145631068;532,975720899471
2504009;"PB";500,628858514961;522,426097526098;531,00746215367;535,76588356974;690,820596527675;554,052331485955
2504306;"PB";474,669840331165;482,013447293447;501,28218554354;503,876581904199;703,661616161616;527,499949066214
2504405;"PB";459,240669856459;467,859143518519;486,457225433526;483,22523923445;652,654639175258;505,139150364404
2505105;"PB";467,673031496063;476,864104193138;497,764739517154;487,691929133858;623,852961198094;507,889695725416
2505600;"PB";469,10777027027;470,272277227723;485,596369636964;510,129054054054;681,290322580645;519,413272827283
2506004;"PB";475,228448275862;496,265275459099;512,047088186356;500,888017241379;655,84229390681;524,439335539013
2506301;"PB";475,573885976409;494,982159772656;506,938990536278;502,08505897772;673,810327370908;527,623806603774
2506806;"PB";457,133213429257;475,502217036173;495,427505827506;480,699160671463;627,306273062731;505,19522894839
2506905;"PB";463,106107341147;474,454364840458;492,592719614922;479,589204194941;647,837658017299;507,302776113441
2507002;"PB";470,015533980583;481,025530243519;497,168;505,480274858529;684,820083682008;524,491434169279
2507101;"PB";463,359122401848;487,276;501,136888888889;489,090069284065;637,387173396675;512,243707782673
2507309;"PB";460,105092592593;468,216191904048;492,272604790419;482,699074074074;623,481012658228;503,232235469449
2507507;"PB";510,261650528169;532,032160399729;538,65824631125;547,994608274648;696,125044154009;562,608631200303
2507705;"PB";452,014876033058;469,250668449198;488,41550802139;466,561845730028;623,625730994152;496,611215139442
2508901;"PB";461,260790273556;477,997314949202;500,301875901876;482,8476443769;622,719502719503;506,726311928812
2509107;"PB";465,952621722846;483,565240641711;501,170588235294;485,283333333333;627,779886148008;510,52598875074
2509701;"PB";466,437632653061;486,080522565321;505,341627172196;491,800571428571;641,272570937231;514,53678197065
2510808;"PB";480,43195329087;495,16401811445;509,916402551965;513,972638505625;674,261565836299;530,949847832034
2511301;"PB";465,691339648173;474,792067620286;493,799479843953;503,362787550744;726,657101865136;527,469476190476
2511400;"PB";469,406981740064;487,579436325679;504,461169102296;496,576774193548;650,267131242741;517,137195794554
2512002;"PB";469,587378640777;486,5;505,663023255814;484,702912621359;634,615384615385;513,015011574074
2512101;"PB";469,694155464641;487,3091529278;503,176831345826;503,654529514904;707,810026385224;526,336160444947
2512309;"PB";471,073781148429;492,91037037037;508,315644820296;522,107800650054;668,385598141696;528,21155275149
2512507;"PB";470,617131782946;488,172263313609;502,343606799704;494,005736434109;634,605678233439;514,906927504286
2512705;"PB";474,304845814978;495,416738197425;508,359370529328;504,644346549192;653,914373088685;524,539472064394
2512903;"PB";450,853748680042;454,183874239351;478,526363636364;463,784266103485;590,885529157667;485,223559236948
2513406;"PB";470,944391971665;484,415437788018;499,609551208285;502,270956316411;640,828105395232;516,272719801223
2513703;"PB";472,079315196998;495,109180474698;511,928302731751;485,882926829268;638,563327032136;518,724696699376
2513901;"PB";477,135762331839;494,592462845011;510,803715498938;517,178338945006;714,486873508353;536,993528893587
2514503;"PB";471,342617449664;491,440680713128;506,759223300971;508,438087248322;650,338680926916;521,909938072159
2515104;"PB";471,884705882353;490,697360703812;508,639882697947;492,466470588235;633,213213213213;518,421432748538
2515302;"PB";466,103818301514;479,28441890166;498,811614550096;481,254641211323;644,887063655031;511,015554142827
2515401;"PB";456,364171122995;470,509848484848;489,590404040404;471,917914438503;612,924791086351;497,42031986532
2516003;"PB";468,995344506518;486,19800543971;502,467663043478;485,889944134078;650,152380952381;516,278999699158
2516102;"PB";464,846234676007;477,38175787728;496,691721854305;482,557267950963;638,368121442125;506,960241625481
2516201;"PB";473,017513183458;490,220642201835;504,723800539084;503,605162364696;678,175479372458;526,074104183463
2516300;"PB";462,820136518771;474,140390879479;491,643531326282;486,849146757679;642,898289828983;507,21310391363
2516508;"PB";466,615875912409;493,234774774775;501,944244604317;485,53795620438;644,734848484848;516,135304659498
2516607;"PB";478,437641723356;509,184801762115;522,336842105263;543,145578231292;697,049180327869;546,766382202772
2516904;"PB";465,065357643759;482,033916554509;498,445369127517;494,019214586255;653,105497771174;514,242741286863
2600054;"PE";473,056167400881;492,664755391899;511,458940744625;493,675550660793;621,96166854566;515,904018121624
2600104;"PE";478,51955922865;495,980017761989;517,289380530973;524,989623507805;660,949612403101;531,102531515685
2600203;"PE";449,784650112867;457,165330444204;479,807683982684;496,265349887133;631,073738680466;495,641387397064
2600302;"PE";469,349033816425;487,160820045558;509,671981776765;508,762801932367;636,813725490196;519,164739819004
2600401;"PE";461,384090909091;480,19741697417;504,028413284133;496,43446969697;625,454545454545;510,332814407814
2600500;"PE";453,883537519142;469,494732991953;495,196122896854;485,587748851455;616,399345335516;500,147304242424
2600708;"PE";462,18118466899;472,522727272727;497,909949409781;494,012717770035;658,174904942966;511,665
2600807;"PE";470,820319634703;491,2;506,145295404814;503,173287671233;632,73607748184;515,980589519651
2601052;"PE";460,962992125984;468,571951219512;492,746097560976;485,049606299213;592,032967032967;495,557063106796
2601102;"PE";467,885339366516;484,047984395319;501,615424610052;507,941628959276;688,867835149218;525,376959014044
2601201;"PE";474,113330801367;493,566054054054;511,951526032316;514,098025066464;631,063829787234;521,575210782567
2601409;"PE";465,500598354525;477,285348506401;502,27789623312;499,508682634731;641,220077220077;513,833263692162
2601607;"PE";440,904205607477;451,701116071429;472,061315496098;467,784228971963;585,932415519399;479,647110988201
2601706;"PE";479,859013022618;499,028393442623;515,393446920052;518,143591501028;681,192787794729;536,000115242444
2601904;"PE";485,895471146823;500,48710359408;518,296971830986;522,173026315789;680,103168754606;539,002243230626
2602100;"PE";463,450922509225;479,341813380282;500,31926121372;498,516789667897;651,548757170172;515,240528775928
2602209;"PE";473,613822894168;488,960960334029;507,324504692388;517,21879049676;691,485380116959;530,060990990991
2602308;"PE";464,251505711319;479,479310344828;502,262401574803;504,266770508827;716,446370530878;528,027930133856
2602605;"PE";475,66186440678;497,203187250996;510,562027833002;515,312076271186;661,614906832298;530,207222222222
2602902;"PE";475,185337243402;492,44253125;514,296691635456;501,02284131639;628,552278820375;519,590836440854
2603009;"PE";444,935743243243;451,625707102451;474,654111738858;471,618918918919;572,536656891496;478,231544562722
2603207;"PE";460,649927007299;479,332027972028;503,341258741259;497,023941605839;621,507692307692;508,959208449396
2603454;"PE";483,987876467586;500,825915008597;517,465897939156;506,480367628287;635,274151436031;526,394753764754
2603900;"PE";462,23717472119;471,378823529412;498,353647058824;522,517596034696;683,868312757202;519,809137529138
2603926;"PE";445,931294117647;452,289521640091;469,907256235828;474,650823529412;604,726368159204;485,738273273273
2604007;"PE";481,99686444766;496,983673469388;515,14703429101;525,361022672455;679,340329835082;536,019865988909
2604106;"PE";495,52668079595;517,818345201763;529,71039034296;538,194372498234;683,56;550,719462570542
2604205;"PE";458,296612021858;475,231191709845;499,976165803109;487,367322404372;634,488888888889;508,527314719062
2605004;"PE";472,308454810496;491,388440111421;510,43157162726;513,524927113703;651,595900439239;525,152734627832
2605103;"PE";469,00122591944;487,220677966102;506,21;503,312609457093;667;521,346320966835
2605202;"PE";459,742806707855;476,651820491109;498,04539306847;486,400088261253;650,373921380633;509,308062797869
2605301;"PE";462,881917808219;472,674;496,476869565217;491,726416819013;654,66028708134;511,087486267707
2605459;"PE";498,641463414634;507,680952380952;521,823809523809;503,173170731707;607,5;528,350396825397
2605707;"PE";454,7662027833;464,235441860465;487,231847725162;479,047164179104;628,083769633508;497,958707796194
2606002;"PE";482,934900900901;503,553568953569;519,987363683573;518,540100882724;658,433314988076;534,197843963097
2606101;"PE";461,557624831309;475,045607235142;492,320542635659;495,138731443995;664,916540212443;510,711387457045
2606200;"PE";471,325834908633;487,005301645338;503,511016433354;503,347730138714;649,364767518009;519,483073042776
2606408;"PE";484,333859470468;507,843039215686;522,106366307542;518,836812627291;671,243523316062;538,536017526777
2606606;"PE";448,597854077253;465,259797979798;487,376612903226;481,591845493562;615,566265060241;492,808503333333
2606804;"PE";474,593857803955;488,758630470016;508,218681763041;500,45021043771;627,520625271385;517,21713030059
2607208;"PE";472,507919930374;489,14186822352;508,6195;500,056347826087;644,183123877917;520,12840802213
2607307;"PE";458,672745098039;472,710496183206;491,30572519084;497,848039215686;681,829268292683;516,81843081761
2607653;"PE";466,020512820513;479,454559155991;499,018085908063;489,691452991453;652,570056044836;514,822588147037
2607901;"PE";485,517190157614;504,877700650759;521,619751082251;516,518995237015;647,642616474962;532,299627751403
2608503;"PE";469,622352941176;493,570132325142;505,597169811321;512,465294117647;673,195020746888;526,43551572327
2608750;"PE";454,889728682171;467,434892086331;493,693189964158;483,607751937985;605,088062622309;497,560168738899
2608800;"PE";471,560207388205;483,682890673255;504,669339913634;506,644747081712;637,794019933555;517,268535939727
2608909;"PE";483,511174512601;498,310492406811;511,141773897059;525,053257251545;694,952237305179;537,865361225423
2609006;"PE";469,846059782609;482,414397905759;499,087958115183;506,222554347826;673,593314763231;523,182269364665
2609303;"PE";464,374352331606;471,543382352941;486,244146341463;484,846632124352;607,624309392265;498,559931229773
2609402;"PE";474,091304347826;487,501741884402;506,594778481013;500,003199343724;657,360754070266;521,266245406824
2609501;"PE";471,254258943782;481,966338259442;500,652584085316;503,504258943782;666,701570680628;521,87420966421
2609600;"PE";490,009901563405;508,029648803694;524,80195476124;523,757167680278;663,082437275986;538,835714715967
2609709;"PE";461,831593038822;474,60362225097;496,689046391753;490,721151271754;660,816901408451;512,791472471191
2609907;"PE";469,862474849095;477,490019286403;498,192692307692;497,519466800805;631,659528907923;510,706829035339
2610004;"PE";460,622260040844;477,304474708171;497,901618122977;495,041388699796;635,482954545455;509,087414310197
2610202;"PE";465,0567695962;477,428473019518;499,983582089552;503,821377672209;681,911949685535;521,098568985177
2610400;"PE";458,093817204301;469,514948453608;486,866751918159;487,405913978495;629,578313253012;499,382307039864
2610509;"PE";460,692224409449;473,690404515522;491,287300094073;493,916929133858;637,380952380952;506,000010954617
2610608;"PE";470,848125;486,411366384522;508,599395405079;505,39025;644,725848563969;519,586890756303
2610707;"PE";485,536683760684;504,612893184797;522,458082460733;513,258549931601;652,160907684373;533,543466156019
2610905;"PE";471,495507692308;489,148979591837;508,12803030303;503,165476923077;626,835123183828;517,288276162791
2611002;"PE";464,503338762215;475,27468847352;498,93673151751;495,517833876222;639,240506329114;511,410055298354
2611101;"PE";493,626622168727;513,682690313213;525,603955679818;539,466250957226;659,934022432373;543,204817891044
2611606;"PE";508,078347896485;528,461066157692;538,272151694893;556,330534074095;684,198700672359;560,202161019589
2611804;"PE";459,345494994438;469,593033226152;496,773419078242;486,332146829811;649,007092198582;507,537490237842
2611903;"PE";458,656865912762;472,987558320373;494,32523364486;480,352827140549;632,450331125828;505,510302325581
2612208;"PE";472,6864783911;484,008587708588;502,589416058394;512,542875481386;654,230769230769;519,790968695419
2612505;"PE";479,591481810115;504,730300500835;519,399291075897;517,444745011087;651,751662971175;531,872694490587
2612604;"PE";448,419369894982;450,215478841871;476,642888888889;467,096382730455;607,376623376623;484,397875780963
2613008;"PE";475,334874504623;491,699377334994;510,237391304348;515,882166446499;651,871657754011;525,769117161716
2613107;"PE";470,663853904282;489,7181272509;506,103588516746;506,777329974811;659,873257287706;523,490767857143
2613503;"PE";456,519758507135;473,716071428571;494,562761506276;493,796816684962;651,877213695396;508,665364421416
2613602;"PE";473,331268264173;485,787912702854;507,205425055928;517,365634132086;669,733333333333;526,727429975886
2613701;"PE";473,105910895457;489,402846219201;509,827191867853;494,339038376709;617,801094890511;514,02547739399
2613909;"PE";482,277983725136;496,226870163371;513,096566523605;521,977622061483;658,692272519433;531,182583333333
2614105;"PE";466,656564019449;478,695943837754;500,907476635514;492,400162074554;661,428571428571;515,114245478036
2614501;"PE";477,497143974961;496,444301400985;512,432376275028;522,164632237872;698,721498371336;537,676676044011
2614600;"PE";472,014108910891;491,057843925986;509,213102893891;524,062953795379;664,0763226366;528,46413811421
2615300;"PE";471,255089450956;482,635752528257;497,262105889352;504,402776064158;676,773383553045;523,595877192982
2615706;"PE";469,096264367816;490,408194444444;508,985555555556;517,976149425287;661,311475409836;526,042930478821
2616308;"PE";463,068191268191;479,249290060852;498,696153846154;486,944490644491;656,550218340611;513,200466130114
2616407;"PE";487,894931557529;503,923909935668;516,572915181753;518,597669256382;676,553305311425;537,048578866406
2700102;"AL";445,562534435262;450,835357624831;472,673315363881;465,246556473829;608,118518518518;485,07940188172
2700300;"AL";484,607689655172;499,332586625469;513,68121071783;522,821312794574;665,277516462841;533,815974311121
2700409;"AL";449,153228346457;455,157738095238;477,875111111111;469,404731861199;605,837479270315;487,166374139626
2700706;"AL";449,560487288136;453,173965691221;477,828225806452;470,540572033898;604,174528301887;485,810531522468
2701001;"AL";462,574736842105;474,088156424581;494,452062430323;492,586900584795;628,514357053683;505,410391722099
2701407;"AL";464,463776223776;480,38067114094;502,157046979866;495,351888111888;646,628075253256;514,235409434802
2702306;"AL";466,317450271248;474,728498293515;497,660034013605;495,535533453888;633,064667291471;509,186279003961
2702405;"AL";451,941469552089;456,138902262879;477,6556998557;474,078912934071;608,179824561404;488,59447792125
2702900;"AL";457,894270435447;470,656368960469;486,296708119971;484,56256684492;642,857142857143;504,910095897062
2703106;"AL";454,63527607362;467,030294117647;479,60543318649;481,558435582822;636,994991652755;497,97900729927
2704302;"AL";494,013284068681;510,438700424046;522,921846613298;530,059207094418;668,807709154621;542,32762309629
2704708;"AL";474,903865213082;492,83787593985;510,736654135338;495,994047619048;621,161161161161;517,177337092732
2705705;"AL";451,355069582505;452,704427333975;475,382516810759;476,256262425447;615,995397008055;487,148217570568
2706307;"AL";463,424322396576;470,262319835278;488,510349554489;488,141848019979;644,413738649822;504,622437819421
2706703;"AL";465,689746543779;468,432241953385;490,038913525499;484,124265129683;603,452453058752;499,206809156095
2706901;"AL";462,787599544937;471,183189655172;493,102688172043;478,230602957907;620;501,496974248927
2707305;"AL";447,571805441055;451,785179407176;473,835257410296;466,947073371805;584,768946395564;479,642986594483
2707701;"AL";461,786532295007;475,374814491488;497,071490845684;484,883516483516;620,449976065103;504,638436008677
2708006;"AL";461,06453362256;468,46440062273;489,065474339036;485,19625813449;618,114803625378;498,636633247644
2708402;"AL";453,367015706806;462,58074222668;482,844944944945;475,630471204188;638,439024390244;494,523443566963
2708501;"AL";453,326782752902;457,978006329114;481,574960505529;474,346970954357;595,00904159132;487,721396538159
2708600;"AL";471,108367514356;488,119040125885;506,539779874214;499,056275635767;657,172061328791;520,461186197917
2709152;"AL";465,693488745981;485,220138888889;504,838781804163;498,818408360129;662,889983579639;520,975389444017
2709202;"AL";443,852783505155;451,595766129032;475,482056451613;470,287010309278;614,312354312354;485,56623087159
2709301;"AL";456,591691505216;461,728183421517;482,541740049313;479,105365126677;603,619729514718;492,154117303423
2709400;"AL";453,748608282417;459,130485436893;480,541666666667;478,869721656483;622,394160583942;494,512131482677
2800308;"SE";506,229787234043;525,153139356815;533,372677233576;539,356589023612;697,892599519102;557,638482672891
2800506;"SE";468,17;477,913026819923;496,975478927203;483,5464;661,501976284585;516,213850574713
2800670;"SE";463,906744868035;476,124288425047;492,458767772512;494,015933528837;689,979508196721;519,005097853535
2801009;"SE";473,697051597052;484,362633451957;502,937603795967;502,669325153374;691,159793814433;526,115096876236
2801207;"SE";465,064600715137;479,374829157175;493,883863636364;486,917759237187;636,304619225967;508,746636500754
2801306;"SE";451,763414634146;457,9475;480,9975;464,824237804878;641,962025316456;496,139207048458
2801405;"SE";455,487210884354;464,479407979408;484,665765765766;476,625034013605;618,481012658228;496,4892114237
2801504;"SE";457,944288577154;461,833846153846;485,363846153846;469,406012024048;604,769874476987;492,886459131545
2802106;"SE";478,778325859492;489,587687902649;508,17512508935;501,021674140508;654,20245398773;522,52996797153
2802403;"SE";451,481641468682;456,365096359743;474,204282655246;463,712095032397;636,325581395349;492,495031914894
2802809;"SE";451,794949494949;443,44477124183;467,914705882353;462,579461279461;557,849462365591;474,145297619048
2802908;"SE";492,457081545064;510,070658682635;518,277055150885;529,228782188841;708,003255561584;549,154870230989
2803005;"SE";457,916428571429;466,801573254671;489,322450980392;493,598775510204;682,238805970149;513,554396299903
2803203;"SE";452,363052208835;465,819462227913;480,206988564168;463,131769436997;612,706872370267;491,659748307953
2803302;"SE";453,562012320329;462,067265469062;486,465868263473;466,630184804928;644,598698481562;498,896
2803500;"SE";481,60089197225;498,266730769231;513,16923815621;508,697158903204;685,317647058824;534,818212198491
2803609;"SE";458,792098092643;468,191842105263;488,508684210526;472,700272479564;601,593406593407;496,530844269466
2804003;"SE";458,798185941043;478,286086956522;503,40847826087;473,035827664399;638,310502283105;508,175089992801
2804201;"SE";464,63125;471,572957746479;485,274366197183;486,352380952381;680,632911392405;511,45863594041
2804409;"SE";444,765217391304;447,492072588348;471,148710601719;463,902470355731;624,439701173959;486,097074992056
2804458;"SE";457,944892473118;471,833854166667;488,192447916667;485,732795698925;680,46783625731;510,493139032815
2804508;"SE";474,498780487805;490,216005873715;502,754765395894;501,72568597561;663,896307934014;523,344313582053
2804607;"SE";460,127339642482;472,216020408163;489,391946992864;473,369190325973;649,359823399559;505,520720583249
2804805;"SE";469,135091496233;487,698171152519;506,944815707888;486,988087549336;649,068736141907;516,710229510073
