"SG_UF_PROVA";"POR_FEM";"POR_MAS";"POR_SI";"POR_BR";"POR_PT";"POR_PD";"POR_AM";"POR_IN";"RENDA_MEDIA";"MEDIA_CN";"MEDIA_CH";"MEDIA_LC";"MEDIA_MT";"MEDIA_REDACAO";"MEDIA_GERAL"
"PA";60,3938552297942;39,6061447702058;1,54707253016927;15,0098373140959;12,8619481810791;67,9678315295739;1,9722983652832;0,6410120797986;0,365611714519653;467,826546042171;484,053649176327;497,487833202337;478,283387209846;567,60249909797;497,907172096706
"PB";58,0432212893644;41,9567787106356;1,93677446731125;28,1447579789652;9,68447852574789;56,1603976601097;3,06731730973237;1,00627405813354;0,430044525549026;477,878741283124;496,046240016019;509,608811630285;501,824477840929;587,536619669994;513,441695044895
"PE";59,0555472812602;40,9444527187398;2,60545237333198;28,2911185826238;12,1615241040787;52,8248972490961;2,80730997024423;1,30969772062528;0,444942148071822;481,895962890625;498,358535891969;516,476486024241;510,541857270283;584,046725980926;516,765748091666
"PI";59,9897533375904;40,0102466624096;1,84662676903429;17,3279971487548;15,2875748080607;62,2507016736215;2,82674230386552;0,460357296663152;0,373930437213358;471,165363597531;488,003056396266;501,375074900251;492,125968746778;581,948970181371;505,878386164698
"PR";59,7934358503557;40,2065641496443;1,77895549481503;62,5734971936487;5,58933377845473;27,7860078869948;2,01389613370334;0,258309512383416;0,862106863676757;508,044963405777;534,063448688717;540,000212022839;546,952999953439;585,91131150333;541,845037870815
"RJ";60,5610612160628;39,4389387839372;2,20656550015485;39,7388252296893;19,187570971405;36,9585526994942;1,57608134613399;0,332404253122742;0,784739577671273;501,440660415348;527,271242311757;540,410683291014;537,59918190291;612,781253301748;542,460864973212
"RN";57,9165555343875;42,0834444656125;1,75881120213374;36,0213373975995;9,82434749476091;49,8433987426176;2,20918270146695;0,342922461421223;0,520869664077162;486,81600844773;505,494006281878;519,432397731525;515,346611754767;593,840892941734;523,030961419775
"RO";61,6101962812886;38,3898037187114;1,80187947236831;22,491881484036;11,1058424576831;60,7882863465241;2,86518952783286;0,946920711555594;0,524195611467538;476,490022250338;490,682467427369;504,932972273866;492,048575417776;548,545172254626;501,082030767379
"RR";60,3079656499852;39,6920343500148;1,72934557299378;16,2274207876814;7,7465205803968;67,7938999111638;1,12525910571513;5,37755404204916;0,524106351003105;478,347007042253;496,449053857351;509,556356240012;491,900720345766;546,41720951371;502,704678674352
"RS";61,185324930759;38,814675069241;1,9014169309196;74,918717135632;8,34223096375386;14,1709147834464;0,468028740015253;0,19869144623289;0,845319580114281;497,312888015717;527,610010750701;539,240783964963;536,943013566497;592,856750304841;537,650183582996
"SC";60,7925515670268;39,2074484329732;1,95868034633893;69,8290591235875;5,81826285770885;20,9776068277302;1,07962658786823;0,336764256766238;0,950087807733371;509,818933956173;535,936595126788;540,708969323851;552,046093809343;596,893825641768;545,750724463812
"SE";60,4682274247492;39,5317725752508;2,56901536194093;16,4491808854373;16,351680743722;60,9999433138711;2,98055665778584;0,649623037242787;0,452508024537381;481,453445731407;496,577778962862;508,749132455131;498,158336687687;601,916341769642;515,992117529047
"SP";59,7107937247115;40,2892062752885;1,54454954024857;53,3162290278223;11,2781880565672;31,303624853376;2,17080435632603;0,386604165659885;0,888980497772992;512,555353564271;539,128774713757;549,691483757042;558,291738154977;605,875541973827;551,79976849092
"TO";60,4620919117026;39,5379080882974;1,69737708794271;17,8097924302049;16,6545626509483;59,3271293215559;3,59573713455725;0,915401374790995;0,493197982628968;469,394452490144;485,172815864023;501,479062747613;488,957241129616;557,290594291062;499,206160926887
